gender,season,occasion,dress_type,product,shoes,accessory,color,fabric,budget
male,autumn,mehndi,eastern,kurta + waistcoat,peshawari chappal,watch,yellow,linen,4267
female,summer,walima,western,top + baggy jeans,boots,handbag,silver,lawn,10807
male,autumn,office,eastern,kurta + waistcoat,khussa,cap,blue,denim,8727
male,winter,christmas,eastern,kurta + waistcoat,peshawari chappal,cap + belt,green,leather,10805
male,winter,casual,western,sweatshirt + joggers,sneakers,cap,orange,denim,1103
female,spring,barat,eastern,kurti + plazo,flats,handbag + earrings,maroon,cotton,16388
female,summer,wedding,eastern,long frock + tights,khussa,necklace,red,linen,18052
male,autumn,casual,western,light jacket + chinos,loafers,belt,orange,denim,3973
female,summer,christmas,eastern,long frock + tights,khussa,earrings,green,cotton,6594
female,autumn,barat,eastern,kurti + trouser,flats,earrings + necklace,gold,denim,7974
female,winter,wedding,eastern,long frock + coat,sandals,handbag + necklace,red,wool,10330
male,autumn,barat,eastern,kurta + waistcoat,khussa,watch + cap,maroon,linen,19866
female,winter,christmas,western,hoodie + baggy jeans,heels,handbag,green,wool,5454
female,spring,barat,western,top + jeans,heels,necklace,maroon,chiffon,7098
female,winter,casual,eastern,long frock + coat,flats,handbag + necklace,green,leather,6957
female,autumn,wedding,eastern,kurti + trouser,khussa,earrings + bracelet,gold,linen,2934
male,summer,eid,eastern,shalwar kameez,khussa,cap + belt,pastel,lawn,5156
female,winter,eid,western,sweater + jeans,heels,bracelet,white,wool,10678
female,winter,eid,eastern,kurta + shawl,flats,handbag,pastel,denim,15671
male,summer,office,eastern,kurta + pajama,peshawari chappal,belt,beige,lawn,3972
female,winter,christmas,eastern,long frock + coat,flats,earrings,green,leather,1542
female,winter,wedding,western,turtle neck + coat,sneakers,bracelet,red,denim,2931
female,summer,casual,western,dress,sneakers,necklace + earrings,maroon,linen,19078
male,summer,eid,western,t shirt + shorts,boots,watch + cap,white,cotton,7106
male,autumn,casual,eastern,kurta + waistcoat,peshawari chappal,belt + watch,yellow,linen,13770
male,summer,office,eastern,shalwar kameez,khussa,belt,silver,lawn,16937
female,winter,christmas,western,turtle neck + coat,boots,earrings,green,denim,12516
female,summer,walima,eastern,kurti + trouser,khussa,handbag + necklace,silver,lawn,18570
female,autumn,wedding,western,light jacket + top + jeans,heels,handbag,red,linen,9411
male,summer,casual,eastern,kurta + pajama,khussa,belt,maroon,linen,5407
male,summer,mehndi,eastern,kurta + pajama,khussa,watch + belt,orange,lawn,5076
female,spring,walima,eastern,kurti + plazo,sandals,bracelet,white,cotton,14737
female,winter,mehndi,eastern,kurta + shawl,sandals,handbag,orange,leather,6582
male,spring,wedding,western,blazer + jeans,sneakers,watch + cap,maroon,cotton,13761
male,winter,casual,western,turtle neck + jeans,sneakers,cap,white,leather,15293
female,autumn,walima,eastern,kurti + trouser,flats,handbag,white,linen,7958
male,summer,walima,eastern,kurta + pajama,khussa,watch + belt,white,linen,12337
male,summer,wedding,eastern,kurta + pajama,khussa,watch,gold,cotton,14553
female,spring,office,eastern,kurti + plazo,khussa,handbag,green,chiffon,11727
female,winter,barat,eastern,long frock + coat,sandals,bracelet,red,leather,1991
female,spring,eid,western,dress shirt + pants,sneakers,earrings + necklace,white,cotton,19638
female,summer,barat,western,dress,heels,earrings + bracelet,maroon,linen,2156
female,autumn,walima,western,light jacket + top + jeans,boots,bracelet + necklace,silver,linen,5364
female,summer,office,eastern,long frock + tights,khussa,earrings + necklace,purple,cotton,3953
male,summer,christmas,eastern,kurta + pajama,peshawari chappal,watch,red,linen,14912
male,winter,christmas,eastern,shalwar kameez + shawl,khussa,cap + belt,red,denim,5566
female,winter,mehndi,eastern,kurta + shawl,flats,earrings,orange,wool,6876
male,summer,barat,western,hawaiian shirt + chinos,sneakers,watch,red,linen,14173
female,summer,christmas,western,top + baggy jeans,boots,bracelet,red,cotton,1914
male,summer,christmas,eastern,kurta + pajama,khussa,watch + cap,green,cotton,1872
male,summer,christmas,eastern,shalwar kameez,peshawari chappal,cap + belt,green,lawn,19848
male,autumn,wedding,western,shirt + jeans,formal shoes,belt,red,linen,7640
male,summer,walima,western,t shirt + jeans,formal shoes,belt + cap,silver,lawn,2128
male,summer,christmas,eastern,shalwar kameez,khussa,cap + belt,green,cotton,19719
male,winter,eid,western,turtle neck + jeans,loafers,cap,pastel,leather,16331
female,summer,christmas,western,t shirt + skirt,sandals,handbag + necklace,green,linen,12941
female,autumn,barat,eastern,kurti + trouser,sandals,handbag,gold,denim,2413
male,summer,christmas,eastern,shalwar kameez,peshawari chappal,cap,red,lawn,7844
male,summer,office,eastern,shalwar kameez,peshawari chappal,watch,white,cotton,13093
male,summer,walima,western,t shirt + jeans,formal shoes,watch,silver,cotton,2871
male,winter,mehndi,western,turtle neck + jeans,boots,belt,green,denim,2667
male,summer,wedding,western,t shirt + jeans,formal shoes,watch,gold,cotton,18346
male,summer,barat,eastern,kurta + pajama,khussa,watch,gold,lawn,1759
male,spring,mehndi,western,dress shirt + chinos,boots,watch + belt,orange,chiffon,6800
male,autumn,office,western,shirt + jeans,boots,belt,navy,denim,11246
male,spring,barat,western,blazer + jeans,boots,watch,red,chiffon,14946
male,summer,barat,western,t shirt + jeans,formal shoes,watch + belt,gold,lawn,1512
male,winter,christmas,western,sweatshirt + joggers,loafers,watch,green,leather,9707
male,summer,christmas,eastern,kurta + pajama,khussa,watch + belt,green,lawn,8449
male,autumn,walima,eastern,kurta + waistcoat,khussa,cap + watch,silver,linen,9361
male,winter,casual,eastern,shalwar kameez + shawl,khussa,watch + cap,beige,wool,6801
female,autumn,casual,western,light jacket + top + jeans,sneakers,earrings + necklace,red,denim,18079
female,winter,wedding,eastern,kurta + shawl,khussa,necklace + earrings,gold,wool,4248
female,summer,eid,eastern,short frock + plazo,khussa,bracelet,pastel,cotton,5000
female,summer,christmas,eastern,long frock + tights,flats,bracelet,green,cotton,19436
female,summer,mehndi,western,dress,boots,earrings + bracelet,yellow,cotton,5641
female,autumn,casual,eastern,kurti + trouser,khussa,earrings,red,denim,17494
female,summer,office,western,dress,sandals,bracelet + earrings,brown,lawn,1324
male,winter,barat,eastern,kurta + waistcoat,peshawari chappal,watch + belt,gold,wool,10525
female,spring,casual,western,dress shirt + pants,boots,earrings,brown,cotton,5549
female,winter,eid,western,turtle neck + coat,sneakers,necklace + earrings,pastel,wool,4124
female,spring,eid,eastern,kurti + plazo,flats,bracelet + necklace,white,chiffon,19469
male,autumn,christmas,western,shirt + jeans,formal shoes,watch,green,linen,6422
female,winter,wedding,eastern,long frock + coat,sandals,handbag,red,denim,8335
female,winter,walima,western,hoodie + baggy jeans,boots,necklace,silver,wool,10741
female,autumn,walima,western,light jacket + top + jeans,heels,necklace + bracelet,white,linen,8373
female,spring,walima,western,dress shirt + pants,heels,earrings + bracelet,white,chiffon,11616
female,summer,christmas,western,top + baggy jeans,heels,handbag,green,lawn,2765
female,autumn,eid,western,light jacket + top + jeans,boots,handbag,pastel,denim,19252
male,winter,wedding,eastern,kurta + waistcoat,khussa,watch + cap,gold,wool,9810
male,summer,mehndi,western,t shirt + jeans,boots,cap,yellow,linen,2433
female,summer,mehndi,western,t shirt + skirt,sneakers,earrings + bracelet,green,linen,15178
male,spring,christmas,eastern,kurta + pajama,khussa,cap,red,chiffon,8327
male,spring,eid,western,dress shirt + chinos,loafers,belt,pastel,chiffon,1505
female,spring,barat,western,dress shirt + pants,heels,handbag,maroon,cotton,1195
female,autumn,eid,eastern,kurti + trouser,flats,necklace + handbag,pastel,linen,12036
male,summer,christmas,western,t shirt + jeans,boots,cap,green,linen,8102
female,autumn,christmas,western,light jacket + top + jeans,heels,handbag + necklace,green,denim,19850
male,summer,christmas,western,t shirt + shorts,loafers,cap,green,lawn,7570
female,winter,christmas,western,turtle neck + coat,boots,bracelet,green,wool,11481
male,winter,mehndi,eastern,kurta + waistcoat,peshawari chappal,watch + cap,green,leather,4175
female,spring,casual,eastern,kurti + plazo,khussa,handbag + earrings,blue,cotton,15667
female,summer,barat,eastern,kurti + trouser,sandals,handbag,maroon,lawn,16668
male,summer,walima,western,t shirt + jeans,formal shoes,cap,white,cotton,17053
male,winter,eid,western,sweatshirt + joggers,formal shoes,watch,pastel,leather,18326
female,summer,walima,western,dress,boots,necklace + bracelet,silver,linen,7120
male,autumn,casual,western,shirt + jeans,loafers,belt,gold,denim,10194
male,spring,christmas,eastern,kurta + pajama,khussa,watch,green,cotton,8176
female,spring,mehndi,eastern,kurti + plazo,sandals,necklace + handbag,yellow,cotton,14317
male,winter,walima,eastern,shalwar kameez + shawl,khussa,belt,white,leather,5597
female,autumn,barat,eastern,kurti + trouser,sandals,necklace,red,denim,12453
male,winter,christmas,western,jacket + jeans,boots,watch,green,denim,18454
female,winter,christmas,western,sweater + jeans,heels,bracelet,red,denim,5394
female,spring,casual,eastern,kurti + plazo,khussa,necklace + bracelet,orange,chiffon,8973
female,spring,casual,eastern,kurti + plazo,khussa,bracelet,green,chiffon,15090
male,spring,casual,western,dress shirt + chinos,loafers,belt + cap,red,cotton,7918
male,spring,casual,western,dress shirt + chinos,formal shoes,cap,purple,chiffon,6423
male,summer,office,eastern,kurta + pajama,peshawari chappal,cap,brown,lawn,6882
female,autumn,casual,western,light jacket + top + jeans,sneakers,bracelet + handbag,orange,linen,6062
female,spring,christmas,eastern,kurti + plazo,khussa,earrings,green,cotton,12296
male,winter,christmas,western,hoodie + jeans,loafers,watch + belt,red,denim,19219
female,spring,office,western,dress shirt + pants,sandals,earrings,purple,chiffon,9472
female,winter,barat,eastern,kurta + shawl,sandals,necklace,maroon,leather,13016
female,spring,christmas,eastern,kurti + plazo,khussa,necklace,green,cotton,6493
female,winter,christmas,western,hoodie + baggy jeans,heels,bracelet + earrings,green,wool,10038
male,winter,walima,western,hoodie + jeans,loafers,cap,silver,wool,18155
male,summer,christmas,western,hawaiian shirt + chinos,formal shoes,cap,red,lawn,18864
male,autumn,christmas,eastern,kurta + waistcoat,khussa,cap,red,denim,8881
male,spring,office,western,t shirt + joggers,formal shoes,cap + belt,purple,cotton,4408
female,summer,christmas,western,dress,sandals,earrings,red,linen,4693
female,winter,office,western,sweater + jeans,sneakers,necklace,green,leather,5316
female,autumn,mehndi,western,light jacket + top + jeans,sandals,handbag + necklace,orange,linen,9156
male,autumn,eid,western,shirt + jeans,sneakers,watch,white,linen,3841
male,winter,casual,eastern,kurta + waistcoat,khussa,watch,navy,wool,11553
female,spring,walima,western,top + jeans,heels,bracelet,white,cotton,12319
male,summer,wedding,eastern,shalwar kameez,khussa,watch,gold,cotton,16564
male,autumn,eid,western,light jacket + chinos,loafers,cap,white,linen,10690
male,summer,wedding,western,t shirt + shorts,formal shoes,belt + watch,maroon,lawn,3589
female,winter,wedding,eastern,long frock + coat,flats,handbag,maroon,leather,7874
male,spring,casual,western,t shirt + joggers,loafers,cap + belt,green,cotton,1122
female,spring,mehndi,eastern,kurti + plazo,sandals,necklace,green,chiffon,4327
female,summer,office,eastern,long frock + tights,sandals,necklace + handbag,brown,lawn,11652
female,summer,christmas,eastern,short frock + plazo,khussa,necklace + handbag,red,lawn,9889
male,spring,wedding,eastern,kurta + pajama,khussa,belt + watch,maroon,cotton,15789
male,spring,wedding,western,dress shirt + chinos,loafers,cap,red,cotton,9868
female,summer,mehndi,western,t shirt + skirt,boots,earrings,green,linen,7761
male,winter,christmas,eastern,kurta + waistcoat,khussa,watch,red,denim,15692
male,spring,barat,western,t shirt + joggers,loafers,watch + cap,gold,chiffon,9004
male,autumn,casual,eastern,kurta + waistcoat,khussa,belt,gold,denim,1947
male,summer,mehndi,western,t shirt + jeans,sneakers,watch,orange,linen,8740
female,spring,walima,western,dress shirt + pants,sneakers,handbag + earrings,white,cotton,15606
female,autumn,eid,western,light jacket + top + jeans,sneakers,bracelet + handbag,white,linen,17271
female,spring,walima,eastern,kurti + plazo,sandals,necklace,white,cotton,10715
female,spring,barat,western,top + jeans,boots,handbag,gold,chiffon,13265
female,autumn,christmas,eastern,kurti + trouser,khussa,bracelet + handbag,green,linen,17522
male,winter,walima,western,hoodie + jeans,boots,cap + belt,white,denim,16022
male,autumn,christmas,western,shirt + jeans,loafers,cap,red,denim,5430
male,summer,office,eastern,shalwar kameez,peshawari chappal,belt + cap,blue,lawn,14170
male,spring,eid,western,blazer + jeans,loafers,cap,pastel,chiffon,1756
male,winter,walima,western,jacket + jeans,sneakers,cap,silver,wool,16750
male,spring,christmas,western,dress shirt + chinos,boots,watch,red,cotton,3221
male,summer,office,western,t shirt + shorts,formal shoes,cap + belt,blue,cotton,1905
female,winter,mehndi,western,sweater + jeans,heels,bracelet,green,denim,14574
male,spring,christmas,eastern,kurta + pajama,peshawari chappal,belt,green,chiffon,6838
female,summer,christmas,eastern,long frock + tights,sandals,earrings + handbag,green,linen,7526
female,winter,christmas,western,hoodie + baggy jeans,sneakers,earrings,green,wool,9024
male,summer,casual,eastern,kurta + pajama,peshawari chappal,cap,white,lawn,19637
female,winter,christmas,eastern,kurta + shawl,sandals,earrings,red,wool,12698
male,summer,walima,western,t shirt + shorts,boots,cap,white,lawn,13136
female,winter,walima,eastern,long frock + coat,sandals,earrings,white,wool,2228
female,summer,christmas,western,dress,boots,necklace,red,linen,6426
male,summer,wedding,eastern,kurta + pajama,khussa,watch,red,lawn,2915
female,autumn,barat,western,light jacket + top + jeans,boots,necklace,gold,denim,17434
male,autumn,eid,eastern,kurta + waistcoat,peshawari chappal,watch,pastel,denim,4892
female,autumn,mehndi,eastern,kurti + trouser,sandals,handbag,orange,denim,16442
male,autumn,mehndi,eastern,kurta + waistcoat,khussa,cap,orange,denim,18002
female,spring,wedding,eastern,kurti + plazo,flats,handbag + bracelet,gold,cotton,9075
male,autumn,office,western,shirt + jeans,sneakers,cap,blue,denim,6894
male,autumn,mehndi,eastern,kurta + waistcoat,khussa,cap,yellow,denim,3042
female,winter,barat,eastern,kurta + shawl,flats,necklace,maroon,wool,11666
male,winter,barat,eastern,shalwar kameez + shawl,khussa,watch,gold,leather,14613
female,autumn,office,western,light jacket + top + jeans,sandals,handbag,brown,denim,2603
male,autumn,walima,eastern,kurta + waistcoat,khussa,cap,silver,denim,3455
male,autumn,wedding,eastern,kurta + waistcoat,khussa,belt,gold,linen,13154
female,winter,casual,western,turtle neck + coat,boots,handbag + bracelet,yellow,leather,12099
female,summer,office,western,t shirt + skirt,boots,earrings + bracelet,pink,lawn,19145
female,spring,eid,western,dress shirt + pants,boots,earrings,white,cotton,8886
male,winter,mehndi,western,sweatshirt + joggers,loafers,cap,yellow,leather,1815
female,winter,mehndi,western,hoodie + baggy jeans,sneakers,handbag,green,denim,9699
male,summer,eid,western,t shirt + shorts,sneakers,belt,white,linen,9984
female,summer,wedding,western,dress,boots,necklace,maroon,cotton,6991
male,autumn,eid,western,shirt + jeans,sneakers,cap,white,denim,6177
male,autumn,office,western,light jacket + chinos,boots,cap,silver,denim,12820
male,spring,barat,eastern,kurta + pajama,peshawari chappal,cap,gold,cotton,13403
female,autumn,office,western,light jacket + top + jeans,heels,handbag,purple,denim,11119
male,autumn,casual,eastern,kurta + waistcoat,peshawari chappal,cap,brown,denim,13548
female,winter,mehndi,eastern,long frock + coat,khussa,necklace,green,leather,1394
male,autumn,office,eastern,kurta + waistcoat,khussa,watch,blue,denim,7592
male,winter,barat,western,sweatshirt + joggers,boots,watch,gold,leather,13291
female,spring,walima,western,top + jeans,sandals,necklace + handbag,silver,chiffon,17606
female,autumn,eid,eastern,kurti + trouser,khussa,handbag,white,denim,14744
male,autumn,walima,western,shirt + jeans,formal shoes,watch,white,denim,6526
female,autumn,walima,western,light jacket + top + jeans,sneakers,earrings + bracelet,white,denim,5533
female,spring,eid,eastern,kurti + plazo,sandals,bracelet,white,chiffon,16103
male,spring,mehndi,eastern,kurta + pajama,peshawari chappal,belt,orange,cotton,1514
male,spring,office,western,blazer + jeans,boots,belt,maroon,cotton,8815
female,spring,walima,western,dress shirt + pants,sandals,necklace,silver,chiffon,4574
female,summer,office,western,top + baggy jeans,sandals,bracelet,beige,linen,3840
female,autumn,barat,western,light jacket + top + jeans,sandals,handbag,red,linen,5437
male,summer,eid,eastern,shalwar kameez,khussa,watch + cap,white,linen,6149
female,spring,eid,western,dress shirt + pants,sandals,bracelet + handbag,pastel,chiffon,5400
male,autumn,barat,western,shirt + jeans,sneakers,watch,maroon,linen,8482
female,spring,office,western,dress shirt + pants,sandals,earrings + bracelet,orange,chiffon,12919
female,spring,eid,eastern,kurti + plazo,sandals,earrings,pastel,chiffon,15233
male,spring,mehndi,western,t shirt + joggers,formal shoes,belt,green,chiffon,9111
female,summer,eid,eastern,long frock + tights,khussa,bracelet,pastel,cotton,4207
male,spring,mehndi,western,dress shirt + chinos,boots,cap,yellow,cotton,12620
female,summer,wedding,western,top + baggy jeans,sandals,handbag + necklace,red,lawn,9113
female,autumn,office,western,light jacket + top + jeans,sneakers,earrings,blue,linen,10585
male,autumn,walima,western,shirt + jeans,formal shoes,watch,white,linen,1745
female,autumn,mehndi,western,light jacket + top + jeans,sneakers,bracelet,yellow,linen,2869
male,winter,barat,western,turtle neck + jeans,loafers,watch,red,leather,7686
female,winter,christmas,eastern,kurta + shawl,sandals,necklace,green,leather,4509
female,spring,casual,eastern,kurti + plazo,khussa,handbag,green,chiffon,18330
female,spring,walima,eastern,kurti + plazo,khussa,necklace,white,cotton,6840
female,spring,wedding,eastern,kurti + plazo,flats,bracelet,red,cotton,18195
male,autumn,walima,eastern,kurta + waistcoat,khussa,belt,white,linen,7457
male,autumn,eid,western,light jacket + chinos,boots,cap + watch,white,denim,1749
male,summer,barat,western,t shirt + shorts,boots,watch + cap,gold,linen,18830
female,autumn,mehndi,western,light jacket + top + jeans,heels,earrings,orange,linen,17508
female,autumn,office,western,light jacket + top + jeans,sandals,handbag,green,denim,6562
male,spring,barat,western,t shirt + joggers,boots,cap,gold,cotton,8283
female,spring,wedding,eastern,kurti + plazo,khussa,bracelet,maroon,cotton,15041
male,winter,office,western,sweatshirt + joggers,sneakers,watch + belt,maroon,wool,7621
male,spring,eid,eastern,kurta + pajama,peshawari chappal,belt + cap,pastel,cotton,3554
female,spring,barat,eastern,kurti + plazo,sandals,handbag + earrings,gold,chiffon,10372
female,winter,wedding,eastern,kurta + shawl,flats,handbag + earrings,maroon,wool,1855
female,summer,wedding,eastern,short frock + plazo,flats,handbag,gold,lawn,5208
female,winter,wedding,western,turtle neck + coat,boots,earrings,red,denim,17825
male,summer,wedding,eastern,kurta + pajama,khussa,belt,red,cotton,19323
male,spring,mehndi,western,blazer + jeans,loafers,belt + cap,green,chiffon,10554
female,winter,wedding,eastern,kurta + shawl,khussa,handbag,maroon,denim,7151
female,autumn,eid,eastern,kurti + trouser,sandals,handbag + earrings,pastel,linen,9482
female,autumn,casual,eastern,kurti + trouser,khussa,earrings + handbag,black,denim,2278
male,spring,office,western,blazer + jeans,formal shoes,cap,green,chiffon,14605
male,spring,casual,western,t shirt + joggers,loafers,cap,orange,chiffon,11887
male,spring,barat,eastern,kurta + pajama,peshawari chappal,watch,red,cotton,4211
male,summer,office,western,t shirt + shorts,formal shoes,belt,purple,lawn,19766
female,summer,casual,western,dress,sandals,bracelet,blue,linen,15449
male,summer,barat,western,t shirt + shorts,formal shoes,cap,red,cotton,5375
male,winter,eid,eastern,kurta + waistcoat,khussa,cap,pastel,leather,5323
male,spring,christmas,western,blazer + jeans,boots,cap + belt,green,chiffon,11941
male,autumn,office,western,shirt + jeans,sneakers,cap,green,denim,16980
male,winter,office,western,turtle neck + jeans,formal shoes,watch,maroon,leather,13613
female,summer,eid,western,t shirt + skirt,sneakers,necklace,white,lawn,14982
male,autumn,office,western,light jacket + chinos,boots,cap + belt,silver,linen,15095
female,spring,walima,eastern,kurti + plazo,flats,handbag,silver,chiffon,7128
male,winter,walima,western,turtle neck + jeans,loafers,watch + cap,white,wool,19960
male,autumn,casual,western,light jacket + chinos,formal shoes,belt,purple,denim,17620
female,summer,mehndi,eastern,long frock + tights,sandals,bracelet,orange,lawn,9340
male,autumn,wedding,eastern,kurta + waistcoat,peshawari chappal,belt,red,denim,2798
male,winter,office,eastern,kurta + waistcoat,khussa,belt + watch,silver,wool,12761
female,winter,casual,western,turtle neck + coat,sandals,bracelet,yellow,wool,14768
female,spring,eid,eastern,kurti + plazo,sandals,bracelet,pastel,chiffon,14892
male,autumn,walima,western,light jacket + chinos,loafers,belt,white,linen,2286
male,winter,christmas,western,sweatshirt + joggers,loafers,watch + belt,red,wool,10400
male,spring,christmas,eastern,kurta + pajama,khussa,cap,green,cotton,6848
male,spring,wedding,eastern,kurta + pajama,peshawari chappal,cap + belt,gold,chiffon,10330
male,summer,casual,western,hawaiian shirt + chinos,boots,watch,beige,linen,4408
female,summer,wedding,eastern,long frock + tights,khussa,bracelet + necklace,maroon,cotton,19850
male,winter,christmas,eastern,shalwar kameez + shawl,peshawari chappal,watch + cap,green,leather,15580
male,autumn,christmas,eastern,kurta + waistcoat,peshawari chappal,cap + belt,red,denim,17873
female,spring,walima,western,dress shirt + pants,heels,bracelet,silver,cotton,10466
male,summer,mehndi,western,t shirt + shorts,formal shoes,cap,orange,linen,3271
male,winter,eid,western,sweatshirt + joggers,sneakers,cap + watch,pastel,leather,10831
male,winter,wedding,western,jacket + jeans,boots,belt + cap,maroon,denim,5378
female,spring,christmas,eastern,kurti + plazo,sandals,handbag,red,chiffon,18265
male,spring,barat,western,dress shirt + chinos,boots,cap,gold,cotton,6226
female,summer,wedding,eastern,long frock + tights,flats,bracelet,maroon,lawn,19447
female,winter,office,western,hoodie + baggy jeans,sandals,bracelet + handbag,brown,denim,3411
female,winter,office,western,sweater + jeans,boots,earrings + handbag,blue,denim,13573
male,autumn,office,eastern,kurta + waistcoat,khussa,cap,green,linen,19812
male,spring,christmas,eastern,kurta + pajama,peshawari chappal,cap,green,cotton,10966
male,summer,office,eastern,shalwar kameez,khussa,watch + belt,purple,lawn,10860
male,winter,christmas,eastern,shalwar kameez + shawl,khussa,cap,green,denim,10428
female,winter,barat,western,hoodie + baggy jeans,heels,earrings + necklace,red,leather,8591
female,autumn,wedding,eastern,kurti + trouser,sandals,handbag,red,linen,18335
female,spring,casual,western,dress shirt + pants,boots,bracelet + necklace,beige,chiffon,4450
male,winter,mehndi,eastern,kurta + waistcoat,khussa,belt,orange,wool,13832
male,autumn,casual,eastern,kurta + waistcoat,khussa,watch,beige,linen,9656
male,winter,christmas,eastern,kurta + waistcoat,peshawari chappal,belt,red,leather,19318
male,winter,eid,eastern,kurta + waistcoat,khussa,watch + cap,white,denim,17560
female,winter,casual,western,turtle neck + coat,sandals,necklace + earrings,beige,leather,19337
male,spring,casual,eastern,kurta + pajama,khussa,cap,pink,chiffon,13804
female,winter,christmas,western,turtle neck + coat,sandals,handbag,green,wool,2701
male,summer,barat,western,t shirt + shorts,boots,belt,red,lawn,6854
male,autumn,wedding,eastern,kurta + waistcoat,khussa,cap + belt,red,denim,3191
male,summer,casual,western,hawaiian shirt + chinos,formal shoes,watch,blue,lawn,7455
male,spring,office,eastern,kurta + pajama,khussa,cap + belt,gold,chiffon,14428
female,spring,christmas,eastern,kurti + plazo,flats,bracelet,red,cotton,4568
female,summer,mehndi,eastern,long frock + tights,flats,bracelet,yellow,linen,17771
male,winter,walima,western,turtle neck + jeans,loafers,belt,silver,leather,12182
male,winter,eid,western,sweatshirt + joggers,formal shoes,cap,white,leather,15685
male,autumn,wedding,eastern,kurta + waistcoat,khussa,cap,maroon,linen,9593
male,winter,wedding,eastern,shalwar kameez + shawl,peshawari chappal,belt + cap,maroon,leather,9817
female,autumn,office,western,light jacket + top + jeans,sneakers,necklace + handbag,navy,denim,15844
male,autumn,wedding,eastern,kurta + waistcoat,peshawari chappal,cap,gold,denim,2310
male,summer,casual,western,t shirt + jeans,sneakers,watch + cap,purple,linen,17671
male,spring,eid,western,blazer + jeans,formal shoes,cap + belt,white,chiffon,11797
male,winter,casual,western,hoodie + jeans,loafers,watch + cap,black,leather,15003
female,winter,christmas,eastern,long frock + coat,sandals,handbag + earrings,red,denim,14545
female,summer,barat,western,t shirt + skirt,sneakers,bracelet + handbag,red,lawn,14925
female,winter,wedding,eastern,kurta + shawl,khussa,bracelet,red,leather,10550
female,spring,walima,eastern,kurti + plazo,sandals,earrings,white,cotton,11025
female,summer,walima,western,dress,sandals,earrings,white,lawn,7592
male,spring,mehndi,eastern,kurta + pajama,peshawari chappal,cap + watch,yellow,cotton,1782
male,autumn,barat,eastern,kurta + waistcoat,khussa,belt + cap,red,linen,17705
male,autumn,barat,western,shirt + jeans,loafers,cap + watch,red,linen,11150
female,autumn,walima,western,light jacket + top + jeans,boots,earrings + handbag,white,denim,14037
male,autumn,barat,eastern,kurta + waistcoat,khussa,belt + cap,red,denim,7739
female,winter,barat,western,hoodie + baggy jeans,heels,earrings,red,denim,5683
female,summer,mehndi,western,top + baggy jeans,boots,earrings,green,lawn,8946
female,summer,walima,western,top + baggy jeans,boots,handbag + bracelet,white,lawn,9369
female,summer,barat,western,top + baggy jeans,sandals,bracelet + earrings,gold,linen,12435
male,winter,office,eastern,shalwar kameez + shawl,khussa,belt,yellow,wool,14275
male,spring,barat,eastern,kurta + pajama,khussa,belt,maroon,cotton,16116
female,summer,casual,eastern,long frock + tights,khussa,handbag,black,lawn,18812
female,summer,office,western,top + baggy jeans,heels,handbag + bracelet,beige,cotton,3623
female,autumn,casual,eastern,kurti + trouser,flats,bracelet,silver,linen,18764
female,autumn,casual,western,light jacket + top + jeans,sandals,earrings,gold,linen,15145
female,summer,christmas,western,top + baggy jeans,sandals,handbag,green,lawn,8158
male,summer,casual,western,t shirt + shorts,formal shoes,belt,beige,cotton,5124
female,spring,barat,eastern,kurti + plazo,flats,bracelet,maroon,cotton,1837
female,winter,office,western,hoodie + baggy jeans,boots,necklace + earrings,maroon,wool,4941
male,winter,barat,western,jacket + jeans,sneakers,cap,maroon,wool,11593
male,autumn,walima,eastern,kurta + waistcoat,khussa,watch + belt,white,linen,12376
female,spring,casual,eastern,kurti + plazo,khussa,handbag,purple,cotton,3509
female,spring,casual,western,top + jeans,sneakers,bracelet + necklace,pink,cotton,19093
female,autumn,eid,eastern,kurti + trouser,khussa,bracelet,white,denim,19317
male,winter,walima,eastern,kurta + waistcoat,peshawari chappal,belt + watch,white,wool,15886
male,summer,walima,western,t shirt + jeans,loafers,cap + watch,silver,lawn,10264
male,autumn,wedding,eastern,kurta + waistcoat,khussa,cap,gold,denim,1201
male,winter,casual,western,sweatshirt + joggers,formal shoes,watch,red,leather,17860
male,winter,barat,western,hoodie + jeans,boots,belt,red,denim,7158
male,spring,christmas,eastern,kurta + pajama,khussa,watch,red,cotton,11002
female,winter,casual,western,sweater + jeans,heels,bracelet + earrings,green,wool,10449
female,autumn,christmas,western,light jacket + top + jeans,sneakers,earrings + necklace,red,linen,18083
male,winter,office,western,hoodie + jeans,loafers,watch,gold,denim,11646
male,winter,office,eastern,kurta + waistcoat,peshawari chappal,watch,gold,denim,10721
male,spring,walima,western,dress shirt + chinos,loafers,watch + belt,white,chiffon,2904
male,spring,walima,eastern,kurta + pajama,peshawari chappal,cap,white,chiffon,11363
female,spring,mehndi,western,top + jeans,heels,handbag,orange,chiffon,11442
male,spring,christmas,western,t shirt + joggers,formal shoes,cap,green,chiffon,15235
female,summer,mehndi,western,t shirt + skirt,sandals,handbag + necklace,yellow,cotton,10411
female,winter,wedding,western,turtle neck + coat,boots,earrings + necklace,red,wool,7570
male,summer,walima,eastern,shalwar kameez,khussa,watch,white,linen,10062
female,autumn,barat,western,light jacket + top + jeans,boots,bracelet,maroon,linen,12668
female,summer,walima,eastern,long frock + tights,flats,earrings + handbag,silver,linen,15172
male,spring,office,western,dress shirt + chinos,sneakers,cap,pink,cotton,8298
